,track_id,cluster,peak_pos,artist,track
24546,The Good StuffKenny Chesney,93,70.0,Kenny Chesney,The Good Stuff
24547,"The Good, The Bad And The UglyHugo Montenegro, His Orchestra And Chorus",31,97.0,"Hugo Montenegro, His Orchestra And Chorus","The Good, The Bad And The Ugly"
24548,The Goonies `R' Good EnoughCyndi Lauper,0,45.0,Cyndi Lauper,The Goonies `R' Good Enough
24549,The Graduation Song... Pomp And CircumstanceAdrian Kimberly,1,63.0,Adrian Kimberly,The Graduation Song... Pomp And Circumstance
24550,The Grand TourAaron Neville,93,90.0,Aaron Neville,The Grand Tour
24551,The Grass Is GreenerBrenda Lee,40,74.0,Brenda Lee,The Grass Is Greener
24552,The Great Airplane StrikePaul Revere & The Raiders Featuring Mark Lindsay,82,88.0,Paul Revere & The Raiders Featuring Mark Lindsay,The Great Airplane Strike
24553,The Great BeyondR.E.M.,32,79.0,R.E.M.,The Great Beyond
24554,The Great CommandmentCamouflage,115,98.0,Camouflage,The Great Commandment
24555,The Great EscapeBoys Like Girls,97,96.0,Boys Like Girls,The Great Escape
24556,The Greatest Gift Of AllKenny Rogers,1,83.0,Kenny Rogers,The Greatest Gift Of All
24557,The Greatest HurtJackie Wilson,79,72.0,Jackie Wilson,The Greatest Hurt
24558,The Greatest Love Of AllGeorge Benson,26,94.0,George Benson,The Greatest Love Of All
24559,The Greatest LoveDorsey Burnette,58,82.0,Dorsey Burnette,The Greatest Love
24560,The Greatest Romance Ever SoldPrince,101,96.0,Prince,The Greatest Romance Ever Sold
24561,"The Greatest ShowHugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",62,95.0,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show
24562,The GreatestSia Featuring Kendrick Lamar,35,52.0,Sia Featuring Kendrick Lamar,The Greatest
24563,The Green Grass Starts To GrowDionne Warwick,83,79.0,Dionne Warwick,The Green Grass Starts To Grow
24564,The Green Leaves Of SummerKenny Ball and his Jazzmen,69,95.0,Kenny Ball and his Jazzmen,The Green Leaves Of Summer
24565,The Green Leaves Of SummerThe Brothers Four,107,100.0,The Brothers Four,The Green Leaves Of Summer
24566,The Green MosquitoThe Tune Rockers,72,78.0,The Tune Rockers,The Green Mosquito
24567,The Groove LineHeatwave,115,70.0,Heatwave,The Groove Line
24568,The Grooviest Girl In The WorldThe Fun And Games,1,90.0,The Fun And Games,The Grooviest Girl In The World
24569,The Guitar ManBread,112,62.0,Bread,The Guitar Man
24570,The Guns Of NavaroneJoe Reisman Orch. & Chorus,1,100.0,Joe Reisman Orch. & Chorus,The Guns Of Navarone
24571,The Gypsy CriedLou Christie,65,91.0,Lou Christie,The Gypsy Cried
24572,The Gypsy RoverThe Highwaymen,1,95.0,The Highwaymen,The Gypsy Rover
24573,The Hair On My Chinny Chin ChinSam The Sham and the Pharaohs,58,81.0,Sam The Sham and the Pharaohs,The Hair On My Chinny Chin Chin
24574,The Hand ClapHurricane Chris Featuring Big Poppa,115,96.0,Hurricane Chris Featuring Big Poppa,The Hand Clap
24575,The Hand That FeedsNine Inch Nails,26,31.0,Nine Inch Nails,The Hand That Feeds
24576,The Hanging TreeJames Newton Howard Featuring Jennifer Lawrence,0,12.0,James Newton Howard Featuring Jennifer Lawrence,The Hanging Tree
24577,The Hanging TreeMarty Robbins,71,99.0,Marty Robbins,The Hanging Tree
24578,The HappeningHerb Alpert & The Tijuana Brass,118,76.0,Herb Alpert & The Tijuana Brass,The Happening
24579,The HappeningThe Supremes,107,57.0,The Supremes,The Happening
24580,The Happiest Girl In The Whole U.S.A.Donna Fargo,113,82.0,Donna Fargo,The Happiest Girl In The Whole U.S.A.
24581,The Happy GirlsHelen Reddy,28,90.0,Helen Reddy,The Happy Girls
24582,The Happy MuleteerIvo Robic,18,99.0,Ivo Robic,The Happy Muleteer
24583,"The Happy OrganDave ""Baby"" Cortez",43,68.0,"Dave ""Baby"" Cortez",The Happy Organ
24584,"The Happy ReindeerDancer, Prancer And Nervous",1,83.0,"Dancer, Prancer And Nervous",The Happy Reindeer
24585,The Happy Song (Dum-Dum)Otis Redding,1,87.0,Otis Redding,The Happy Song (Dum-Dum)
24586,The Harder I Try (The Bluer I Get)Free Movement,1,100.0,Free Movement,The Harder I Try (The Bluer I Get)
24587,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff)2Gether,15,91.0,2Gether,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff)
24588,The Hardest PartBlondie,45,88.0,Blondie,The Hardest Part
24589,The Hardest Thing98 Degrees,1,79.0,98 Degrees,The Hardest Thing
24590,The Hawaiian Wedding Song (Ke Kali Nei Au)Andy Williams,1,72.0,Andy Williams,The Hawaiian Wedding Song (Ke Kali Nei Au)
24591,The Heart Is Not So SmartEl DeBarge With DeBarge,1,93.0,El DeBarge With DeBarge,The Heart Is Not So Smart
24592,The Heart Of DixieDanielle Bradbery,35,97.0,Danielle Bradbery,The Heart Of Dixie
24593,The Heart Of Rock & RollHuey Lewis & The News,62,51.0,Huey Lewis & The News,The Heart Of Rock & Roll
24594,The Heart Of The MatterDon Henley,106,80.0,Don Henley,The Heart Of The Matter
24595,The Heart Part 4Kendrick Lamar,1,22.0,Kendrick Lamar,The Heart Part 4
24596,The Heart Wants What It WantsSelena Gomez,86,25.0,Selena Gomez,The Heart Wants What It Wants
24597,The Heartbreak KidBo Donaldson And The Heywoods,3,65.0,Bo Donaldson And The Heywoods,The Heartbreak Kid
24598,The Hearts Filthy LessonDavid Bowie,94,92.0,David Bowie,The Hearts Filthy Lesson
24599,The Heat Is OnGlenn Frey,86,81.0,Glenn Frey,The Heat Is On
24600,The Heat Of HeatPatti Austin,30,83.0,Patti Austin,The Heat Of Heat
24601,The HillsThe Weeknd,28,20.0,The Weeknd,The Hills
24602,The HitmanAB Logic,1,94.0,AB Logic,The Hitman
24603,The HomecomingHagood Hardy,94,86.0,Hagood Hardy,The Homecoming
24604,The HoneythiefHipsway,82,97.0,Hipsway,The Honeythief
24605,The Hoochi Coochi CooHank Ballard And The Midnighters,78,84.0,Hank Ballard And The Midnighters,The Hoochi Coochi Coo
24606,The Horizontal BopBob Seger,69,90.0,Bob Seger,The Horizontal Bop
24607,The HorseCliff Nobles & Co.,118,71.0,Cliff Nobles & Co.,The Horse
24608,The House Of The Rising SunDolly Parton,28,87.0,Dolly Parton,The House Of The Rising Sun
24609,The House That Built MeMiranda Lambert,92,98.0,Miranda Lambert,The House That Built Me
24610,The House That Jack BuiltAretha Franklin,105,59.0,Aretha Franklin,The House That Jack Built
24611,The HucklebuckChubby Checker,76,73.0,Chubby Checker,The Hucklebuck
24612,The Hula Hoop SongGeorgia Gibbs,18,73.0,Georgia Gibbs,The Hula Hoop Song
24613,The Hula Hoop SongTeresa Brewer,71,99.0,Teresa Brewer,The Hula Hoop Song
24614,The Humpty DanceDigital Underground,25,81.0,Digital Underground,The Humpty Dance
24615,The HunchBobby Peterson Quintet,119,87.0,Bobby Peterson Quintet,The Hunch
24616,The HunchPaul Gayten,1,97.0,Paul Gayten,The Hunch
24617,The Hungry YearsWayne Newton,19,90.0,Wayne Newton,The Hungry Years
24618,The Hunter Gets Captured By The GameThe Marvelettes,71,97.0,The Marvelettes,The Hunter Gets Captured By The Game
24619,The HunterGTR,94,92.0,GTR,The Hunter
24620,The HunterIke & Tina Turner,110,93.0,Ike & Tina Turner,The Hunter
24621,The HurtCat Stevens,63,86.0,Cat Stevens,The Hurt
24622,The HustleVan McCoy And The Soul City Symphony,1,95.0,Van McCoy And The Soul City Symphony,The Hustle
24623,The I.N.C. RideMasta Ace Incorporated,1,90.0,Masta Ace Incorporated,The I.N.C. Ride
24624,The ImmigrantNeil Sedaka,112,83.0,Neil Sedaka,The Immigrant
24625,The Impossible Dream (The Quest)Jack Jones,1,100.0,Jack Jones,The Impossible Dream (The Quest)
24626,The Impossible DreamRoger Williams,83,77.0,Roger Williams,The Impossible Dream
24627,The Impossible DreamThe Hesitations,1,90.0,The Hesitations,The Impossible Dream
24628,The Impossible HappenedLittle Peggy March,1,84.0,Little Peggy March,The Impossible Happened
24629,The ImpossibleJoe Nichols,11,95.0,Joe Nichols,The Impossible
24630,The Inner LightThe Beatles,63,96.0,The Beatles,The Inner Light
24631,The Invitation50 Cent,21,97.0,50 Cent,The Invitation
24632,The ItchVitamin C,35,86.0,Vitamin C,The Itch
24633,The Jam - Part 1Bobby Gregg and His Friends,118,85.0,Bobby Gregg and His Friends,The Jam - Part 1
24634,The Jam Was MovingDebbie Harry,3,84.0,Debbie Harry,The Jam Was Moving
24635,The James Bond ThemeBilly Strange,119,97.0,Billy Strange,The James Bond Theme
24636,The JamGraham Central Station,47,83.0,Graham Central Station,The Jam
24637,The Jean GenieDavid Bowie,108,90.0,David Bowie,The Jean Genie
24638,The JerkThe Larks,10,73.0,The Larks,The Jerk
24639,The JitterbugThe Dovells,18,92.0,The Dovells,The Jitterbug
24640,The Jive SambaCannonball Adderley,7,98.0,Cannonball Adderley,The Jive Samba
24641,The John Birch SocietyThe Chad Mitchell Trio,1,99.0,The Chad Mitchell Trio,The John Birch Society
24642,The JointEPMD,1,96.0,EPMD,The Joint
24643,The Joker Went WildBrian Hyland,78,72.0,Brian Hyland,The Joker Went Wild
24644,The JokerSnail,14,93.0,Snail,The Joker
24645,The JokersPeter And Gordon,84,97.0,Peter And Gordon,The Jokers
24646,The JokerThe Steve Miller Band,44,86.0,The Steve Miller Band,The Joker
24647,The Jolly Green GiantThe Kingsmen,6,89.0,The Kingsmen,The Jolly Green Giant
24648,The Jump OffLil' Kim Featuring Mr. Cheeks,44,66.0,Lil' Kim Featuring Mr. Cheeks,The Jump Off
24649,The JungleB.B. King,1,94.0,B.B. King,The Jungle
24650,The Keeper Of The StarsTracy Byrd,11,95.0,Tracy Byrd,The Keeper Of The Stars
24651,The Ketchup Song (Hey Hah)Las Ketchup,97,76.0,Las Ketchup,The Ketchup Song (Hey Hah)
24652,The Kid Is Hot ToniteLoverboy,46,81.0,Loverboy,The Kid Is Hot Tonite
24653,The Kid's AmericanMatthew Wilder,8,79.0,Matthew Wilder,The Kid's American
24654,The Kill (Bury Me)Thirty Seconds To Mars,44,86.0,Thirty Seconds To Mars,The Kill (Bury Me)
24655,The Killing Of Georgie (Part I And II)Rod Stewart,1,84.0,Rod Stewart,The Killing Of Georgie (Part I And II)
24656,The Kind Of Boy You Can't ForgetThe Raindrops,65,80.0,The Raindrops,The Kind Of Boy You Can't Forget
24657,The King Is GoneRonnie McDowell,48,89.0,Ronnie McDowell,The King Is Gone
24658,The Kissing TreeBilly Grammer,1,76.0,Billy Grammer,The Kissing Tree
24659,The Lady Came From BaltimoreBobby Darin,1,86.0,Bobby Darin,The Lady Came From Baltimore
24660,The Lady In RedChris de Burgh,114,88.0,Chris de Burgh,The Lady In Red
24661,The Lady Of My HeartJack Wagner,1,83.0,Jack Wagner,The Lady Of My Heart
24662,The Land Of Milk And HoneyThe Vogues,40,76.0,The Vogues,The Land Of Milk And Honey
24663,The Language Of LoveDan Fogelberg,45,59.0,Dan Fogelberg,The Language Of Love
24664,The Language Of LoveThe Intrigues,1,100.0,The Intrigues,The Language Of Love
24665,The LanguageDrake,45,89.0,Drake,The Language
24666,The Last DanceThe McGuire Sisters,1,99.0,The McGuire Sisters,The Last Dance
24667,The Last FarewellRoger Whittaker,55,97.0,Roger Whittaker,The Last Farewell
24668,The Last Game Of The Season (A Blind Man In The Bleachers)David Geddes,1,44.0,David Geddes,The Last Game Of The Season (A Blind Man In The Bleachers)
24669,The Last LeafThe Cascades,72,98.0,The Cascades,The Last Leaf
24670,The Last MileCinderella,19,96.0,Cinderella,The Last Mile
24671,The Last Minute (Pt. I)Jimmy McGriff,1,99.0,Jimmy McGriff,The Last Minute (Pt. I)
24672,The Last One To KnowThe Fleetwoods,82,96.0,The Fleetwoods,The Last One To Know
24673,The Last Safe Place On EarthLe Roux,1,87.0,Le Roux,The Last Safe Place On Earth
24674,The Last SongElton John,87,83.0,Elton John,The Last Song
24675,The Last Thing On My MindNeil Diamond,26,84.0,Neil Diamond,The Last Thing On My Mind
24676,The Last Time I Made LoveJoyce Kennedy & Jeffrey Osborne,49,76.0,Joyce Kennedy & Jeffrey Osborne,The Last Time I Made Love
24677,The Last Time I Saw HerGlen Campbell,11,90.0,Glen Campbell,The Last Time I Saw Her
24678,The Last TimeThe Rolling Stones,81,79.0,The Rolling Stones,The Last Time
24679,The Last WaltzEngelbert Humperdinck,83,78.0,Engelbert Humperdinck,The Last Waltz
24680,The Last Word In Lonesome Is MeEddy Arnold,84,82.0,Eddy Arnold,The Last Word In Lonesome Is Me
24681,The Last Worthless EveningDon Henley,117,91.0,Don Henley,The Last Worthless Evening
24682,The Lazy SongBruno Mars,82,98.0,Bruno Mars,The Lazy Song
24683,The LebanonThe Human League,62,87.0,The Human League,The Lebanon
24684,The Legend Of Wooley SwampThe Charlie Daniels Band,37,84.0,The Charlie Daniels Band,The Legend Of Wooley Swamp
24685,The LessonVikki Carr,10,84.0,Vikki Carr,The Lesson
24686,The LetterJoe Cocker with Leon Russell & The Shelter People,1,72.0,Joe Cocker with Leon Russell & The Shelter People,The Letter
24687,The LetterSonny & Cher,84,100.0,Sonny & Cher,The Letter
24688,The LetterThe Arbors,26,83.0,The Arbors,The Letter
24689,The LetterThe Box Tops,42,81.0,The Box Tops,The Letter
24690,The Life Of RileyLightning Seeds,1,98.0,Lightning Seeds,The Life Of Riley
24691,The Light Is ComingAriana Grande Featuring Nicki Minaj,65,95.0,Ariana Grande Featuring Nicki Minaj,The Light Is Coming
24692,The LightCommon,69,75.0,Common,The Light
24693,The Lights Of TucsonJim Campbell,1,97.0,Jim Campbell,The Lights Of Tucson
24694,The Lion Sleeps Tonight (Wimoweh)The Tokens,40,68.0,The Tokens,The Lion Sleeps Tonight (Wimoweh)
24695,The Lion Sleeps TonightRobert John,113,89.0,Robert John,The Lion Sleeps Tonight
24696,The Lion Sleeps TonightThe Tokens,40,70.0,The Tokens,The Lion Sleeps Tonight
24697,The Little Black EggThe Nightcrawlers,35,90.0,The Nightcrawlers,The Little Black Egg
24698,The Little BoyTony Bennett,36,90.0,Tony Bennett,The Little Boy
24699,The Little Drummer BoyJohnny Cash,10,91.0,Johnny Cash,The Little Drummer Boy
24700,The Little Drummer BoyMoonlion,1,95.0,Moonlion,The Little Drummer Boy
24701,The Little Drummer BoyThe Harry Simeone Chorale,1,99.0,The Harry Simeone Chorale,The Little Drummer Boy
24702,The Little Drummer BoyThe Jack Halloran Singers,1,96.0,The Jack Halloran Singers,The Little Drummer Boy
24703,The Little Girl I Once KnewThe Beach Boys,58,69.0,The Beach Boys,The Little Girl I Once Knew
24704,The Little GirlJohn Michael Montgomery,44,81.0,John Michael Montgomery,The Little Girl
24705,The Little Old Lady (From Pasadena)Jan & Dean,31,60.0,Jan & Dean,The Little Old Lady (From Pasadena)
24706,The Little Space GirlJesse Lee Turner,10,86.0,Jesse Lee Turner,The Little Space Girl
24707,The Little White Cloud That CriedWayne Newton,1,99.0,Wayne Newton,The Little White Cloud That Cried
24708,The Living YearsMike + The Mechanics,61,79.0,Mike + The Mechanics,The Living Years
24709,The Loco-MotionGrand Funk,1,82.0,Grand Funk,The Loco-Motion
24710,The Loco-MotionKylie Minogue,24,80.0,Kylie Minogue,The Loco-Motion
24711,The Loco-MotionLittle Eva,105,86.0,Little Eva,The Loco-Motion
24712,The Logical SongSupertramp,80,86.0,Supertramp,The Logical Song
24713,The Lone RangerOscar Brown Jr.,11,93.0,Oscar Brown Jr.,The Lone Ranger
24714,The Lone Teen RangerJerry Landis,105,100.0,Jerry Landis,The Lone Teen Ranger
24715,The Loneliest Man On The MoonDavid Castle,1,89.0,David Castle,The Loneliest Man On The Moon
24716,The Loneliest NightDale & Grace,72,89.0,Dale & Grace,The Loneliest Night
24717,The Lonely Bull (El Solo Torro)Herb Alpert & The Tijuana Brass,1,95.0,Herb Alpert & The Tijuana Brass,The Lonely Bull (El Solo Torro)
24718,The Lonely CrowdTeddy Vann,1,95.0,Teddy Vann,The Lonely Crowd
24719,The Lonely OneDuane Eddy His Twangy Guitar And The Rebels,1,89.0,Duane Eddy His Twangy Guitar And The Rebels,The Lonely One
24720,The Lonely OneSpecial Delivery Featuring Terry Huff,1,94.0,Special Delivery Featuring Terry Huff,The Lonely One
24721,The Lonely SurferJack Nitzsche,58,96.0,Jack Nitzsche,The Lonely Surfer
24722,The Long And Winding Road/For You BlueThe Beatles,1,35.0,The Beatles,The Long And Winding Road/For You Blue
24723,The Long GoodbyeBrooks & Dunn,19,75.0,Brooks & Dunn,The Long Goodbye
24724,The Long RunEagles,81,33.0,Eagles,The Long Run
24725,The Long Way HomeNeil Diamond,10,97.0,Neil Diamond,The Long Way Home
24726,The Long WayBrett Eldredge,35,93.0,Brett Eldredge,The Long Way
24727,The Longer You WaitGino Vannelli,1,90.0,Gino Vannelli,The Longer You Wait
24728,The Longest TimeBilly Joel,0,59.0,Billy Joel,The Longest Time
24729,The Look Of Love (Part One)ABC,1,77.0,ABC,The Look Of Love (Part One)
24730,The Look Of LoveDusty Springfield,85,98.0,Dusty Springfield,The Look Of Love
24731,The Look Of LoveIsaac Hayes,66,97.0,Isaac Hayes,The Look Of Love
24732,The Look Of LoveSergio Mendes & Brasil '66,31,77.0,Sergio Mendes & Brasil '66,The Look Of Love
24733,The LookRoxette,55,50.0,Roxette,The Look
24734,The LoopJohnny Lytle,105,93.0,Johnny Lytle,The Loop
24735,The Lord Knows I'm DrinkingCal Smith,26,94.0,Cal Smith,The Lord Knows I'm Drinking
24736,The Lord's PrayerSister Janet Mead,49,71.0,Sister Janet Mead,The Lord's Prayer
24737,The Loser (With A Broken Heart)Gary Lewis And The Playboys,65,72.0,Gary Lewis And The Playboys,The Loser (With A Broken Heart)
24738,The LoserThe Skyliners,1,93.0,The Skyliners,The Loser
24739,The Lost PennyBrook Benton,1,80.0,Brook Benton,The Lost Penny
24740,The Love I Saw In You Was Just A MirageSmokey Robinson & The Miracles,116,95.0,Smokey Robinson & The Miracles,The Love I Saw In You Was Just A Mirage
24741,The Love In Your EyesEddie Money,11,88.0,Eddie Money,The Love In Your Eyes
24742,The Love Of A BoyTimi Yuro,76,84.0,Timi Yuro,The Love Of A Boy
24743,The Love Of My ManTheola Kilgore,15,95.0,Theola Kilgore,The Love Of My Man
24744,The Love ParadeThe Dream Academy,86,91.0,The Dream Academy,The Love Parade
24745,The Love SongJeff Bates,11,73.0,Jeff Bates,The Love Song
