,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,4.889182058047503,0.14248021108179384,218929.67282321883,48.17150395778354,0.6082612137203166,0.654395778364116,5.511873350923483,-7.697915567282322,0.6992084432717679,0.07092110817941952,0.2258301796569921,0.018886715197889155,0.1758121372031662,0.5717923482849604,121.83876517150397,3.955145118733504,83.03430079155675,1.063324538258575,1.8786279683377325
1,4.8497890295359305,-1.0533240946131173e-14,-8.119968697428703e-09,1.3500311979441904e-13,0.000529113924089164,0.0005485232067713453,0.0048523206755453074,-0.009039873417068023,0.0004219409282244513,4.470464134921637e-05,0.00025067637132819565,8.34672995711147e-06,0.00014078059070754545,0.0005489451476793361,0.10570822785545886,0.003586497889962015,86.53649789029521,1.024050632911392,1.344936708860769
2,5.35,0.17500000000000004,294815.4541666669,46.02500000000002,0.6320416666666666,0.6442583333333335,4.95,-8.566695833333334,0.6416666666666667,0.08379625,0.2107914875,0.04017690970833332,0.18048083333333334,0.5645958333333333,114.90443333333333,3.945833333333332,78.43750000000003,1.0499999999999998,1.5958333333333339
3,6.364672364672372,0.08262108262108264,178881.87749287748,36.672364672364694,0.5631965811965812,0.5685612535612535,5.367521367521368,-9.275769230769232,0.7863247863247864,0.06415327635327636,0.36499651282051276,0.029721109914529906,0.20156581196581197,0.6130396011396012,118.85131908831909,3.8547008547008508,85.22222222222223,1.0313390313390312,1.401709401709401
4,6.857142857142857,0.047619047619047596,424838.9523809525,41.52380952380952,0.5850952380952381,0.7215238095238096,6.476190476190476,-9.69652380952381,0.5714285714285714,0.08646190476190475,0.15342838095238095,0.0636193919047619,0.14565714285714285,0.613,126.24690476190477,4.0,77.47619047619048,1.0,0.9999999999999998
5,3.0,0.0,3079157.0,2.0,0.397,0.21399999999999997,2.0,-14.417,0.0,0.0384,0.845,0.0006570000000000013,0.28,0.252,101.518,3.0,92.0,1.0,1.0
6,6.608108108108109,0.0405405405405406,118732.07432432435,23.614864864864877,0.5563581081081082,0.5489162162162162,5.216216216216216,-9.920094594594593,0.8175675675675677,0.06253851351351351,0.504226641891892,0.07863245148648647,0.21164662162162162,0.7571959459459459,128.55725675675677,3.89864864864865,86.83108108108108,1.0337837837837838,1.2702702702702697
7,8.25,0.0,651845.75,11.75,0.41775,0.43474999999999997,6.5,-11.73625,0.75,0.036275,0.4995,0.0021837500000000017,0.4703,0.38944999999999996,118.481,3.75,91.5,1.0,1.0
8,5.642023346303501,0.13618677042801527,275050.6887159534,47.54085603112843,0.6077392996108949,0.6147762645914396,4.898832684824903,-8.581894941634241,0.6926070038910507,0.06854591439688716,0.20234007003891052,0.01554165630350192,0.17292645914396887,0.5302517509727627,117.02162645914397,3.9533073929961065,80.40077821011675,1.027237354085603,1.560311284046692
9,7.485714285714286,0.1285714285714286,358544.98571428563,44.45714285714287,0.5892428571428572,0.6487571428571428,5.485714285714286,-8.8371,0.6285714285714286,0.08063142857142858,0.18891824285714284,0.06175388728571428,0.17726857142857144,0.5556857142857142,118.65032857142857,3.9714285714285724,80.3142857142857,1.057142857142857,2.0285714285714276
10,6.281138790035592,0.03558718861209946,151788.60142348762,26.93238434163702,0.5547758007117438,0.5220950177935944,4.907473309608541,-9.978192170818506,0.8434163701067614,0.05636405693950178,0.5188994661921709,0.03654061284697508,0.21272989323843414,0.671935231316726,120.26991814946619,3.84341637010676,84.9359430604982,1.0462633451957295,1.2562277580071173
11,4.979848866498743,0.13602015113350113,246613.89420654927,46.34256926952134,0.6172418136020152,0.6437057934508816,5.3979848866498745,-8.18917128463476,0.712846347607053,0.07665743073047859,0.21131349445843833,0.0267053817884131,0.18794634760705292,0.5601400503778338,116.48915113350127,3.9622166246851327,81.81360201511337,1.0629722921914357,1.7128463476070575
12,12.0,0.0,1124153.0,28.0,0.398,0.261,8.0,-13.547,1.0,0.0451,0.215,8.319999999999855e-05,0.13,0.069,146.594,4.0,88.0,1.0,1.0
13,6.916666666666666,1.3877787807814457e-17,507663.25,49.49999999999999,0.599,0.6914166666666667,4.083333333333333,-10.134916666666667,0.41666666666666674,0.059416666666666666,0.14508083333333333,0.17271041666666664,0.12655833333333333,0.5223666666666666,130.40491666666668,4.0,86.5,1.0833333333333333,1.0833333333333333
14,6.76729559748428,0.10691823899371075,316009.9748427673,40.95597484276731,0.6001761006289308,0.6307421383647798,5.176100628930818,-9.365698113207548,0.5849056603773586,0.07087358490566038,0.22031168679245283,0.05558033345911949,0.18231509433962265,0.5854018867924529,123.35835220125787,3.9308176100628947,82.86792452830187,1.0251572327044025,1.5283018867924523
15,5.1504854368932085,0.1092233009708733,198191.48300970887,44.02669902912619,0.5960364077669903,0.6311509708737864,4.805825242718447,-8.107800970873788,0.7305825242718448,0.0706247572815534,0.26447203106796113,0.0170897994660194,0.19606917475728153,0.5881711165048543,117.89783737864079,3.9247572815533918,83.2985436893204,1.0606796116504853,1.7184466019417508
16,9.0,0.0,1561133.0,52.0,0.374,0.21899999999999997,4.0,-19.104,0.0,0.0343,0.564,0.56,0.114,0.05780000000000002,103.535,4.0,99.0,1.0,1.0
17,3.0,0.0,901000.0,33.0,0.647,0.794,2.0,-7.584,1.0,0.0611,0.0017800000000000038,0.0202,0.285,0.863,119.99,4.0,88.0,1.0,1.0
